packet_id,review_order,entity_id,entity_type,display_name,review_status,review_bucket,source_ref_count,non_manual_source_count,manual_note_source_count,evidence_record_count,total_chunk_count,case_observation_count,source_refs,source_paths,parsed_paths,cleaned_paths,chunk_sample_ids,review_checklist,suggested_action,generated_by
packet_anomaly_path_manipulation,88,anomaly_path_manipulation,AnomalyType,Path Manipulation,approved,ready_with_manual_note,3,2,1,3,195,0,rfc4271|bgpshield_2025|context_2026,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc4271.txt,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,bgpshield_2025_s004_page_4_002|bgpshield_2025_s010_page_10_002|bgpshield_2025_s010_page_10_001|bgpshield_2025_s011_page_11_002|bgpshield_2025_s002_page_2_001|bgpshield_2025_s005_page_5_001|bgpshield_2025_s004_page_4_003|bgpshield_2025_s008_page_8_001|bgpshield_2025_s003_page_3_002|bgpshield_2025_s007_page_7_002|bgpshield_2025_s008_page_8_002|bgpshield_2025_s008_page_8_003|bgpshield_2025_s009_page_9_002|bgpshield_2025_s012_page_12_003|bgpshield_2025_s001_page_1_001|bgpshield_2025_s001_page_1_003|bgpshield_2025_s004_page_4_001|bgpshield_2025_s007_page_7_001|bgpshield_2025_s009_page_9_003|bgpshield_2025_s011_page_11_003|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_as_path_001|rfc4271_s009_3_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s019_2_001|rfc4271_s021_2_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_anomaly_prefix_hijack,89,anomaly_prefix_hijack,AnomalyType,Prefix Hijack,approved,ready_with_manual_note,4,3,1,4,182,0,rfc4271|rfc6811|bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf|raw/standards/rfc4271.txt|raw/standards/rfc6811.txt,parsed/papers/bear_2025.json|parsed/standards/rfc4271.json|parsed/standards/rfc6811.json,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,bear_2025_s006_page_6_002|bear_2025_s007_page_7_001|bear_2025_s004_page_4_003|bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s004_page_4_002|bear_2025_s010_page_10_004|bear_2025_s007_page_7_002|bear_2025_s001_page_1_003|bear_2025_s002_page_2_001|bear_2025_s007_page_7_003|bear_2025_s001_page_1_001|bear_2025_s003_page_3_002|bear_2025_s008_page_8_002|bear_2025_s008_page_8_003|bear_2025_s005_page_5_001|bear_2025_s005_page_5_002|bear_2025_s008_page_8_001|bear_2025_s003_page_3_003|bear_2025_s003_page_3_004|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_datasource_001|context_2026_scope_001|context_2026_as_path_001|rfc4271_s010_3_1_001|rfc4271_s024_6_001|rfc4271_s081_6_002|rfc4271_s006_1_1_002|rfc4271_s009_3_003,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_anomaly_prefix_outage,90,anomaly_prefix_outage,AnomalyType,Prefix Outage,approved,ready_with_manual_note,2,1,1,2,134,0,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_as_path_001|context_2026_scope_001|rfc4271_s006_1_1_001|rfc4271_s058_8_2_2_004|rfc4271_s058_8_2_2_007|rfc4271_s058_8_2_2_011|rfc4271_s048_8_1_2_001|rfc4271_s058_8_2_2_010|rfc4271_s058_8_2_2_014|rfc4271_s081_6_002|rfc4271_s009_3_003|rfc4271_s029_5_1_2_001|rfc4271_s048_8_1_2_002|rfc4271_s048_8_1_2_003|rfc4271_s051_8_1_5_001|rfc4271_s058_8_2_2_002|rfc4271_s058_8_2_2_003|rfc4271_s058_8_2_2_005|rfc4271_s058_8_2_2_006|rfc4271_s058_8_2_2_008|rfc4271_s058_8_2_2_009|rfc4271_s058_8_2_2_012,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_anomaly_route_leak,91,anomaly_route_leak,AnomalyType,Route Leak,approved,ready_with_manual_note,4,3,1,4,101,0,rfc7908|rfc9234|beam_2024|context_2026,../context.md|raw/papers/beam_2024.pdf|raw/standards/rfc7908.txt|raw/standards/rfc9234.txt,parsed/papers/beam_2024.json|parsed/standards/rfc7908.json|parsed/standards/rfc9234.json,cleaned/papers/beam_2024.md|cleaned/standards/rfc7908.md|cleaned/standards/rfc9234.md,beam_2024_s009_page_9_003|beam_2024_s013_page_13_001|beam_2024_s002_page_2_003|beam_2024_s003_page_3_003|beam_2024_s011_page_11_003|beam_2024_s009_page_9_001|beam_2024_s014_page_14_002|beam_2024_s015_page_15_001|beam_2024_s004_page_4_002|beam_2024_s009_page_9_002|beam_2024_s010_page_10_003|beam_2024_s003_page_3_001|beam_2024_s004_page_4_001|beam_2024_s010_page_10_002|beam_2024_s013_page_13_002|beam_2024_s014_page_14_001|beam_2024_s015_page_15_002|beam_2024_s003_page_3_002|beam_2024_s007_page_7_004|beam_2024_s008_page_8_002|context_2026_route_leak_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_scope_001|context_2026_datasource_001|rfc7908_s005_2_001|rfc7908_s015_6_001|rfc7908_s008_3_2_001|rfc7908_s013_4_001|rfc7908_s007_3_1_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_anomaly_subprefix_hijack,92,anomaly_subprefix_hijack,AnomalyType,Subprefix Hijack,approved,ready_with_manual_note,3,2,1,3,53,0,rfc6811|bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf|raw/standards/rfc6811.txt,parsed/papers/bear_2025.json|parsed/standards/rfc6811.json,cleaned/papers/bear_2025.md|cleaned/standards/rfc6811.md,bear_2025_s004_page_4_003|bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s004_page_4_002|bear_2025_s003_page_3_003|bear_2025_s006_page_6_001|bear_2025_s006_page_6_002|bear_2025_s007_page_7_002|bear_2025_s001_page_1_001|bear_2025_s002_page_2_001|bear_2025_s007_page_7_001|bear_2025_s008_page_8_002|bear_2025_s007_page_7_003|bear_2025_s008_page_8_001|bear_2025_s001_page_1_003|bear_2025_s003_page_3_004|bear_2025_s005_page_5_003|bear_2025_s008_page_8_003|bear_2025_s009_page_9_001|bear_2025_s005_page_5_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_datasource_001|context_2026_scope_001|context_2026_as_path_001|rfc6811_s001_1_001|rfc6811_s008_6_001|rfc6811_s003_2_001|rfc6811_s001_1_002|rfc6811_s006_4_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_evidence_moas,93,evidence_moas,EvidenceTemplate,anomaly_moas,approved,ready_with_manual_note,2,1,1,2,20,0,rfc6811|context_2026,../context.md|raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_as_path_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s003_2_001|rfc6811_s010_8_1_001|rfc6811_s001_1_003|rfc6811_s003_2_002|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001|rfc6811_s011_8_2_001|rfc6811_s002_1_1_001|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s009_7_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_evidence_origin_change,94,evidence_origin_change,EvidenceTemplate,anomaly_origin_change,approved,ready_with_manual_note,2,1,1,2,20,0,rfc6811|context_2026,../context.md|raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,context_2026_route_leak_001|context_2026_paper_bear_001|context_2026_datasource_001|context_2026_as_path_001|context_2026_scope_001|rfc6811_s001_1_002|rfc6811_s010_8_1_001|rfc6811_s001_1_001|rfc6811_s003_2_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s003_2_002|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s005_3_001|rfc6811_s008_6_001|rfc6811_s009_7_001|rfc6811_s011_8_2_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_evidence_path_hijack,95,evidence_path_hijack,EvidenceTemplate,anomaly_path_hijack,approved,ready_with_manual_note,3,2,1,3,195,0,rfc4271|bgpshield_2025|context_2026,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc4271.txt,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,bgpshield_2025_s010_page_10_002|bgpshield_2025_s002_page_2_001|bgpshield_2025_s007_page_7_002|bgpshield_2025_s001_page_1_003|bgpshield_2025_s003_page_3_002|bgpshield_2025_s004_page_4_002|bgpshield_2025_s004_page_4_003|bgpshield_2025_s012_page_12_003|bgpshield_2025_s005_page_5_001|bgpshield_2025_s008_page_8_001|bgpshield_2025_s001_page_1_001|bgpshield_2025_s004_page_4_001|bgpshield_2025_s007_page_7_001|bgpshield_2025_s008_page_8_003|bgpshield_2025_s009_page_9_002|bgpshield_2025_s013_page_13_003|bgpshield_2025_s003_page_3_003|bgpshield_2025_s007_page_7_003|bgpshield_2025_s008_page_8_002|bgpshield_2025_s009_page_9_003|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_as_path_001|rfc4271_s048_8_1_2_001|rfc4271_s073_9_2_2_2_003|rfc4271_s005_1_001|rfc4271_s009_3_001|rfc4271_s019_2_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_evidence_path_manipulation,96,evidence_path_manipulation,EvidenceTemplate,anomaly_path_manipulation,approved,ready_with_manual_note,3,2,1,3,195,0,rfc4271|bgpshield_2025|context_2026,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc4271.txt,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,bgpshield_2025_s004_page_4_002|bgpshield_2025_s010_page_10_002|bgpshield_2025_s010_page_10_001|bgpshield_2025_s002_page_2_001|bgpshield_2025_s005_page_5_001|bgpshield_2025_s004_page_4_003|bgpshield_2025_s008_page_8_001|bgpshield_2025_s003_page_3_002|bgpshield_2025_s007_page_7_002|bgpshield_2025_s008_page_8_002|bgpshield_2025_s008_page_8_003|bgpshield_2025_s009_page_9_002|bgpshield_2025_s012_page_12_003|bgpshield_2025_s001_page_1_001|bgpshield_2025_s001_page_1_003|bgpshield_2025_s004_page_4_001|bgpshield_2025_s007_page_7_001|bgpshield_2025_s009_page_9_003|bgpshield_2025_s011_page_11_003|bgpshield_2025_s013_page_13_003|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_as_path_001|rfc4271_s009_3_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s019_2_001|rfc4271_s021_2_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_evidence_prefix_hijack,97,evidence_prefix_hijack,EvidenceTemplate,anomaly_prefix_hijack,approved,ready_with_manual_note,3,2,1,3,53,0,rfc6811|bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf|raw/standards/rfc6811.txt,parsed/papers/bear_2025.json|parsed/standards/rfc6811.json,cleaned/papers/bear_2025.md|cleaned/standards/rfc6811.md,bear_2025_s004_page_4_003|bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s004_page_4_002|bear_2025_s007_page_7_002|bear_2025_s001_page_1_003|bear_2025_s002_page_2_001|bear_2025_s006_page_6_002|bear_2025_s007_page_7_003|bear_2025_s001_page_1_001|bear_2025_s003_page_3_002|bear_2025_s008_page_8_002|bear_2025_s008_page_8_003|bear_2025_s005_page_5_001|bear_2025_s005_page_5_002|bear_2025_s008_page_8_001|bear_2025_s003_page_3_003|bear_2025_s003_page_3_004|bear_2025_s005_page_5_003|bear_2025_s007_page_7_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_datasource_001|context_2026_scope_001|context_2026_as_path_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s008_6_001|rfc6811_s001_1_003|rfc6811_s003_2_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_evidence_prefix_outage,98,evidence_prefix_outage,EvidenceTemplate,anomaly_prefix_outage,approved,ready_with_manual_note,2,1,1,2,134,0,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_as_path_001|context_2026_scope_001|rfc4271_s006_1_1_001|rfc4271_s058_8_2_2_004|rfc4271_s058_8_2_2_007|rfc4271_s058_8_2_2_011|rfc4271_s048_8_1_2_001|rfc4271_s058_8_2_2_010|rfc4271_s058_8_2_2_014|rfc4271_s081_6_002|rfc4271_s009_3_003|rfc4271_s029_5_1_2_001|rfc4271_s048_8_1_2_002|rfc4271_s048_8_1_2_003|rfc4271_s051_8_1_5_001|rfc4271_s058_8_2_2_002|rfc4271_s058_8_2_2_003|rfc4271_s058_8_2_2_005|rfc4271_s058_8_2_2_006|rfc4271_s058_8_2_2_008|rfc4271_s058_8_2_2_009|rfc4271_s058_8_2_2_012,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_evidence_route_leak,99,evidence_route_leak,EvidenceTemplate,anomaly_route_leak,approved,ready_with_manual_note,4,3,1,4,101,0,rfc7908|rfc9234|beam_2024|context_2026,../context.md|raw/papers/beam_2024.pdf|raw/standards/rfc7908.txt|raw/standards/rfc9234.txt,parsed/papers/beam_2024.json|parsed/standards/rfc7908.json|parsed/standards/rfc9234.json,cleaned/papers/beam_2024.md|cleaned/standards/rfc7908.md|cleaned/standards/rfc9234.md,beam_2024_s009_page_9_003|beam_2024_s009_page_9_001|beam_2024_s015_page_15_001|beam_2024_s009_page_9_002|beam_2024_s010_page_10_003|beam_2024_s013_page_13_001|beam_2024_s003_page_3_001|beam_2024_s010_page_10_002|beam_2024_s015_page_15_002|beam_2024_s002_page_2_003|beam_2024_s003_page_3_002|beam_2024_s003_page_3_003|beam_2024_s007_page_7_004|beam_2024_s008_page_8_002|beam_2024_s017_page_17_001|beam_2024_s017_page_17_002|beam_2024_s018_page_18_003|beam_2024_s019_page_19_002|beam_2024_s002_page_2_001|beam_2024_s008_page_8_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_as_path_001|rfc7908_s005_2_001|rfc7908_s015_6_001|rfc7908_s008_3_2_001|rfc7908_s013_4_001|rfc7908_s007_3_1_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_evidence_subprefix_hijack,100,evidence_subprefix_hijack,EvidenceTemplate,anomaly_subprefix_hijack,approved,ready_with_manual_note,2,1,1,2,20,0,rfc6811|context_2026,../context.md|raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_datasource_001|context_2026_scope_001|context_2026_as_path_001|rfc6811_s001_1_001|rfc6811_s008_6_001|rfc6811_s003_2_001|rfc6811_s001_1_002|rfc6811_s006_4_001|rfc6811_s001_1_003|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s005_3_001|rfc6811_s009_7_001|rfc6811_s010_8_1_001|rfc6811_s011_8_2_001|rfc6811_s002_1_1_001|rfc6811_s003_2_002|rfc6811_s007_5_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_fp_as_relationship_error,101,fp_as_relationship_error,FalsePositivePattern,AS relationship inference error,approved,ready_with_manual_note,3,2,1,3,35,0,caida_as_relationships|rfc7908|context_2026,../context.md|raw/data_docs/caida_as_relationships.html|raw/standards/rfc7908.txt,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_008|context_2026_route_leak_001|context_2026_scope_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|rfc7908_s005_2_001|rfc7908_s013_4_001|rfc7908_s017_2013_001|rfc7908_s003_6_001|rfc7908_s004_1_001|rfc7908_s006_3_001|rfc7908_s007_3_1_001|rfc7908_s008_3_2_001|rfc7908_s009_3_3_001|rfc7908_s010_3_4_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_fp_legitimate_moas,102,fp_legitimate_moas,FalsePositivePattern,Legitimate MOAS,approved,ready_with_manual_note,2,1,1,2,20,0,rfc6811|context_2026,../context.md|raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,context_2026_route_leak_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_scope_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001|rfc6811_s009_7_001|rfc6811_s010_8_1_001|rfc6811_s011_8_2_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_fp_short_route_flap,103,fp_short_route_flap,FalsePositivePattern,Short route flap,approved,ready_with_manual_note,2,1,1,2,134,0,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_route_leak_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_scope_001|rfc4271_s004_10_001|rfc4271_s030_5_1_3_003|rfc4271_s046_10_001|rfc4271_s058_8_2_2_001|rfc4271_s066_9_1_4_001|rfc4271_s069_9_2_1_1_001|rfc4271_s081_6_003|rfc4271_s081_6_010|rfc4271_s005_1_001|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s008_2_001|rfc4271_s009_3_001|rfc4271_s009_3_002|rfc4271_s009_3_003|rfc4271_s009_3_004|rfc4271_s010_3_1_001|rfc4271_s011_3_2_001|rfc4271_s011_3_2_002|rfc4271_s012_4_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_fp_single_collector_bias,104,fp_single_collector_bias,FalsePositivePattern,Single collector bias,approved,ready_with_manual_note,3,2,1,3,33,0,routeviews_api_doc|ripe_ris_docs|context_2026,../context.md|raw/data_docs/ripe_ris_docs.html|raw/data_docs/routeviews_api_doc.html,parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/routeviews_api_doc.json,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,context_2026_datasource_001|context_2026_route_leak_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_scope_001|ripe_ris_docs_s001_full_001|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_002|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_004|routeviews_api_doc_s001_full_005|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_009|routeviews_api_doc_s001_full_010|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_012|routeviews_api_doc_s001_full_014|routeviews_api_doc_s001_full_017|routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_019|routeviews_api_doc_s001_full_020|routeviews_api_doc_s001_full_021|routeviews_api_doc_s001_full_022|routeviews_api_doc_s001_full_023|routeviews_api_doc_s001_full_024,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_case_celerbridge_bgp_hijack,105,case_celerbridge_bgp_hijack,Case,CelerBridge BGP Hijack,pending,ready_with_manual_note,2,1,1,2,66,0,bgpshield_2025|context_2026,../context.md|raw/papers/bgpshield_2025.pdf,parsed/papers/bgpshield_2025.json,cleaned/papers/bgpshield_2025.md,bgpshield_2025_s002_page_2_001|bgpshield_2025_s011_page_11_002|bgpshield_2025_s004_page_4_002|bgpshield_2025_s008_page_8_003|bgpshield_2025_s010_page_10_001|bgpshield_2025_s010_page_10_002|bgpshield_2025_s003_page_3_002|bgpshield_2025_s004_page_4_001|bgpshield_2025_s004_page_4_003|bgpshield_2025_s005_page_5_001|bgpshield_2025_s007_page_7_002|bgpshield_2025_s008_page_8_002|bgpshield_2025_s009_page_9_003|bgpshield_2025_s011_page_11_001|bgpshield_2025_s012_page_12_001|bgpshield_2025_s012_page_12_003|bgpshield_2025_s013_page_13_001|bgpshield_2025_s001_page_1_002|bgpshield_2025_s003_page_3_001|bgpshield_2025_s007_page_7_001|context_2026_scope_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_route_leak_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
